action_code;action_name;category;duration_min;cost
X625661;ΕΦΑΡΜΟΓΗ  ΜΕΣΟΣΠΟΝΔΥΛΙΑΣ ΕΜΒΙΟΜΗΧΑΝΙΚΗΣ ΣΥΣΚΕΥΗΣ/ΩΝ (Π.Χ., ΣΥΝΘΕΤΙΚΟΙ  ΚΛΩΒΟΙ, ΠΕΙΡΟΙ ΟΣΤΟΥ  ΒΙΔΩΤΟΙ, ΜΕΘΥΛΜΕΘΑΚΡΥΛΙΚΟΥ) ΣΤΟ ΣΠΟΝΔΥΛΙΚΟ  ΕΛΕΙΜΜΑ Ή ΤΟ  ΜΕΣΟΔΙΑΣΤΗΜΑ (ΚΑΤΑΧΩΡΗΣΤΕ ΞΕΧΩΡΙΣΤΑ, ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ);Surgical;179;1684.98
X625663;ΑΦΑΙΡΕΣΗ ΟΠΙΣΘΙΑΣ ΤΜΗΜΑΤΙΚΗΣ ΣΠΟΝΔΥΛΟΔΕΣΙΑΣ;Surgical;110;1197.35
X625669;ΑΦΑΙΡΕΣΗ  ΠΡΟΣΘΙΑΣ ΣΠΟΝΔΥΛΟΔΕΣΙΑΣ;Surgical;133;1207.39
X625671;ΟΛΙΚΗ ΑΡΘΡΟΠΛΑΣΤΙΚΗ  ΔΙΣΚΟΥ (ΤΕΧΝΗΤΟΣ ΔΙΣΚΟΣ), ΠΡΟΣΘΙΑ ΠΡΟΣΠΕΛΑΣΗ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ  ΔΙΣΚΕΚΤΟΜΗΣ ΜΕ ΠΡΟΕΤΟΙΜΑΣΙΑ  ΤΕΛΙΚΩΝ ΠΛΑΚΩΝ (ΠΕΡΙΛΑΜΒΑΝΕΙ ΟΣΤΕΟΦΥΤΕΚΤΟΜΗ ΓΙΑ ΑΠΟΣΥΜΠΙΕΣΗ ΚΑΙ ΜΙΚΡΟΠΑΡΑΣΚΕΥΗ ΤΗΣ ΡΙΖΑΣ ΤΟΥ ΝΕΥΡΟΥ Ή ΤΟΥ ΝΩΤΙΑΙΟΥ ΜΥΕΛΟΥ), ΜΟΝΗΡΕΣ  ΜΕΣΟΔΙΑΣΤΗΜΑ, ΑΥΧΕΝΙΚΟ;Surgical;147;625.13
X625673;ΟΛΙΚΗ ΑΡΘΡΟΠΛΑΣΤΙΚΗ ΔΙΣΚΟΥ (ΤΕΧΝΗΤΟΣ ΔΙΣΚΟΣ), ΠΡΟΣΘΙΑ ΠΡΟΣΠΕΛΑΣΗ . ΠΕΡΙΛΑΜΒΑΝΕΙ   ΔΙΣΚΕΚΤΟΜΗ ΓΙΑ ΤΗΝ ΠΡΟΕΤΟΙΜΑΣΙΑ ΜΕΣΟΔΙΑΣΤΗΜΑΤΟΣ (ΕΚΤΟΣ ΑΠΟΣΥΜΠΙΕΣΗΣ). ΜΟΝΗΡΕΣ ΕΝΔΟ-ΔΙΑΣΤΗΜΑ, ΟΣΦΥΪΚΟ;Surgical;137;523.12
X625681;ΑΝΑΘΕΩΡΗΣΗ ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΑΝΤΙΚΑΤΑΣΤΑΣΗΣ ΤΗΣ ΟΛΙΚΗΣ ΑΡΘΡΟΠΛΑΣΤΙΚΗΣ  ΔΙΣΚΟΥ (ΤΕΧΝΗΤΟΣ ΔΙΣΚΟΣ), ΠΡΟΣΘΙΑ ΠΡΟΣΠΕΛΑΣΗ, ΜΟΝΗΡΕΣ ΜΕΣΟΔΙΑΣΤΗΜΑ. ΑΥΧΕΝΙΚΟ;Surgical;121;926.19
X625683;ΑΝΑΘΕΩΡΗΣΗ ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΑΝΤΙΚΑΤΑΣΤΑΣΗΣ ΤΗΣ  ΟΛΙΚΗΣ ΑΡΘΡΟΠΛΑΣΤΙΚΗΣ  ΔΙΣΚΟΥ (ΤΕΧΝΗΤΟΣ ΔΙΣΚΟΣ),  ΠΡΟΣΘΙΑ ΠΡΟΣΠΕΛΑΣΗ, ΜΟΝΗΡΕΣ ΜΕΣΟΔΙΑΣΤΗΜΑ. ΟΣΦΥΪΚΟ;Surgical;119;1896.67
X625687;ΑΦΑΙΡΕΣΗ ΟΛΙΚΗΣ ΑΡΘΡΟΠΛΑΣΤΙΚΗΣ ΔΙΣΚΟΥ (ΤΕΧΝΗΤΟΣ ΔΙΣΚΟΣ),  ΠΡΟΣΘΙΑ ΠΡΟΣΠΕΛΑΣΗ,  ΜΟΝΗΡΕΣ ΜΕΣΟΔΙΑΣΤΗΜΑ. ΑΥΧΕΝΙΚΟ;Surgical;119;1971.66
X625689;ΑΦΑΙΡΕΣΗ ΟΛΙΚΗΣ ΑΡΘΡΟΠΛΑΣΤΙΚΗΣ  ΔΙΣΚΟΥ (ΤΕΧΝΗΤΟΣ ΔΙΣΚΟΣ),  ΠΡΟΣΘΙΑ ΠΡΟΣΠΕΛΑΣΗ,  ΜΟΝΗΡΕΣ ΜΕΣΟΔΙΑΣΤΗΜΑ. ΟΣΦΥΪΚΟ;Surgical;113;784.04
X625757;ΜΗ ΚΑΤΑΓΕΓΡΑΜΜΕΝΗ ΔΙΑΔΙΚΑΣΙΑ, ΣΠΟΝΔΥΛΙΚΗ ΣΤΗΛΗ;Surgical;198;678.68
X625759;ΕΚΤΟΜΗ, ΟΓΚΟΣ ΚΟΙΛΙΑΚΟΥ ΤΟΙΧΩΜΑΤΟΣ, ΥΠΟΠΕΡΙΤΟΝΙΑΚΟΣ (Π.Χ., ΙΝΩΜΑ);Surgical;208;505.82
X625957;ΜΗ ΚΑΤΑΓΕΓΡΑΜΜΕΝΗ ΔΙΑΔΙΚΑΣΙΑ, ΚΟΙΛΙΑ, ΜΥΟΣΚΕΛΕΤΙΚΟ ΣΥΣΤΗΜΑ;Surgical;60;1984.71
X625959;ΑΦΑΙΡΕΣΗ ΥΠΟΔΕΛΤΟΕΙΔΩΝ ΑΣΒΕΣΤΟΕΙΔΩΝ ΑΠΟΘΕΣΕΩΝ, ΑΝΟΙΚΤΗ;Surgical;102;1567.39
X625999;ΔΙΑΤΟΜΗ ΡΙΚΝΩΜΕΝΟΥ ΘΥΛΑΚΟΥ (Π.Χ., ΔΙΑΔΙΚΑΣΙΑ ΤΥΠΟΥ SEVER);Surgical;137;1791.39
X626019;ΔΙΑΤΟΜΗ ΚΑΙ  ΠΑΡΟΧΕΤΕΥΣΗ, ΠΕΡΙΟΧΗ ΩΜΟΥ. ΕΝ ΤΩ ΒΑΘΕΙ ΑΠΟΣΤΗΜΑ Ή ΑΙΜΑΤΩΜΑ;Surgical;179;452.48
X626021;ΕΚΤΟΜΗ ΚΑΙ ΠΑΡΟΧΕΤΕΥΣΗ, ΠΕΡΙΟΧΗ ΩΜΟΥ. ΦΛΕΓΜΑΙΝΩΝ ΘΥΛΑΚΑΣ;Surgical;192;165.45
X626029;ΔΙΑΤΟΜΗ, ΦΛΟΙΟΣ ΟΣΤΟΥ (Π.Χ., ΟΣΤΕΟΜΥΕΛΙΤΙΔΑ Η ΑΠΟΣΤΗΜΑ ΟΣΤΟΥ), ΠΕΡΙΟΧΗ ΩΜΟΥ;Surgical;177;366.49
X626039;ΑΡΘΡΟΤΟΜΗ, ΓΛΗΝΟΒΡΑΧΙΟΝΙΑ ΑΡΘΡΩΣΗ, ΠΕΡΙΛΑΜΒΑΝΕΤΑΙ ΔΙΕΡΕΥΝΗΣΗ,  ΠΑΡΟΧΕΤΕΥΣΗ Ή  ΑΦΑΙΡΕΣΗ ΤΟΥ ΞΕΝΟΥ ΣΩΜΑΤΟΣ;Diagnostic;32;1717.31
X626047;ΑΡΘΡΟΤΟΜΗ, ΑΚΡΟΜΙΟΚΛΕΙΔΙΚΗ, ΣΤΕΡΝΟΚΛΕΙΔΙΚΗ ΑΡΘΡΩΣΗ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΩΝ ΔΙΕΡΕΥΝΗΣΗΣ,  ΠΑΡΟΧΕΤΕΥΣΗΣ Ή ΑΦΑΙΡΕΣΗΣ ΞΕΝΟΥ ΣΩΜΑΤΟΣ;Diagnostic;59;333.04
X626089;ΒΙΟΨΙΑ, ΜΑΛΑΚΟΥ ΙΣΤΟΥ ΠΕΡΙΟΧΗΣ ΩΜΟΥ. ΕΠΙΦΑΝΕΙΑΚΗ;Diagnostic;48;320.56
X626091;ΒΙΟΨΙΑ, ΜΑΛΑΚΟΥ ΙΣΤΟΥ ΠΕΡΙΟΧΗΣ ΩΜΟΥ. ΕΝ ΤΩ ΒΑΘΕΙ;Diagnostic;60;1297.54
X626109;ΑΦΑΙΡΕΣΗ, ΟΓΚΟΥ ΜΑΛΑΚΟΥ ΙΣΤΟΥ ΠΕΡΙΟΧΗΣ ΩΜΟΥ. ΥΠΟΔΟΡΙΟ;Surgical;130;632.16
X626111;ΑΦΑΙΡΕΣΗ, ΟΓΚΟΥ ΜΑΛΑΚΟΥ ΙΣΤΟΥ ΠΕΡΙΟΧΗΣ ΩΜΟΥ, ΕΝ ΤΩ ΒΑΘΕΙ, ΥΠΟΠΕΡΙΤΟΝΙΑΚΗ Ή  ΕΝΔΟΜΥΪΚΗ;Surgical;166;849.92
X626113;ΡΙΖΙΚΗ ΕΚΤΟΜΗ ΤΟΥ ΟΓΚΟΥ (Π.Χ. ΚΑΚΟΗΘΕΣ ΝΕΟΠΛΑΣΜΑ), ΜΑΛΑΚΑ ΜΟΡΙΑ ΤΗΣ  ΩΜΙΚΗΣ  ΖΩΝΗΣ;Surgical;101;720.83
X626159;ΑΡΘΡΟΤΟΜΗ, ΓΛΗΝΟΒΡΑΧΙΟΝΙΑ ΑΡΘΡΩΣΗ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΒΙΟΨΙΑΣ;Diagnostic;46;1810.15
X626161;ΑΡΘΡΟΤΟΜΗ, ΑΚΡΟΜΙΟΚΛΕΙΔΙΚΗ Ή ΣΤΕΡΝΟΚΛΕΙΔΙΚΗ ΑΡΘΡΩΣΗ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΩΝ ΒΙΟΨΙΑΣ ΚΑΙ/Ή  ΑΦΑΙΡΕΣΗΣ ΡΑΓΕΝΤΟΣ ΧΟΝΔΡΟΥ;Diagnostic;39;545.57
X626169;ΑΡΘΡΟΤΟΜΗ, ΓΛΗΝΟΒΡΑΧΙΟΝΙΑΣ ΑΡΘΡΩΣΗΣ ΜΕ ΥΜΕΝΕΚΤΟΜΗ, ΜΕ Ή ΧΩΡΙΣ ΒΙΟΨΙΑ;Diagnostic;41;1800.26
X626171;ΑΡΘΡΟΤΟΜΗ. ΣΤΕΡΝΟΚΛΕΙΔΙΚΗ ΑΡΘΡΩΣΗ, ΜΕ  ΥΜΕΝΕΚΤΟΜΗ, ΜΕ Ή ΧΩΡΙΣ ΒΙΟΨΙΑ;Diagnostic;30;270.7
X626173;ΑΡΘΡΟΤΟΜΗ,ΓΛΗΝΟ ΒΡΑΧΙΟΝΙΑΣ ΑΡΘΡΩΣΗΣ, ΜΕ ΔΙΕΡΕΥΝΗΣΗ ΑΡΘΡΩΣΗΣ, ΜΕ Ή ΧΩΡΙΣ ΑΦΑΙΡΕΣΗ ΕΛΕΥΘΕΡΟΥ Ή ΞΕΝΟΥ ΣΩΜΑΤΟΣ;Diagnostic;54;876.13
X626199;ΑΦΑΙΡΕΣΗ ΚΛΕΙΔΑΣ, ΜΕΡΙΚΗ;Surgical;94;1126.89
X626209;ΑΦΑΙΡΕΣΗΚΛΕΙΔΑΣ. ΟΛΙΚΗ;Surgical;73;795.08
X626219;ΑΚΡΩΜΙΟΠΛΑΣΤΙΚΗ Ή ΑΚΡΩΜΙΟΕΚΤΟΜΗ, ΜΕΡΙΚΗ, ΜΕ Ή ΧΩΡΙΣ ΔΙΑΤΟΜΗ  ΚΟΡΑΚΟΑΚΡΩΜΙΑΚΟΥ   ΣΥΝΔΕΣΜΟΥ;Surgical;126;214.81
X626239;ΑΦΑΙΡΕΣΗ Ή ΑΠΟΞΕΣΗ ΟΣΤΙΚΗΣ ΚΥΣΤΗΣ Ή ΚΑΛΟΗΘΟΥΣ ΟΓΚΟΥ, ΚΛΕΙΔΑΣ Ή  ΩΜΟΠΛΑΤΗΣ;Surgical;121;459.25
X626249;ΑΦΑΙΡΕΣΗ Ή ΑΠΟΞΕΣΗ ΟΣΤΙΚΗΣ ΚΥΣΤΗΣ Ή ΚΑΛΟΗΘΟΥΣ ΟΓΚΟΥ ΚΛΕΙΔΑΣ Ή  ΩΜΟΠΛΑΤΗΣ. ΜΕ ΑΥΤΟΜΟΣΧΕΥΜΑ (ΠΕΡΙΛΑΜΒΑΝΕΙ ΤΗΝ ΛΗΨΗ ΜΟΣΧΕΥΜΑΤΟΣ);Diagnostic;59;1157.03
X626251;ΑΦΑΙΡΕΣΗ Ή ΑΠΟΞΕΣΗ ΟΣΤΙΚΗΣ ΚΥΣΤΗΣ Ή ΚΑΛΟΗΘΟΥΣ ΟΓΚΟΥ ΚΛΕΙΔΑΣ Ή  ΩΜΟΠΛΑΤΗΣ. ΜΕ ΑΛΛΟΜΟΣΧΕΥΜΑ;Surgical;138;1610.28
X626259;ΑΦΑΙΡΕΣΗ Ή ΑΠΟΞΕΣΗ ΟΣΤΙΚΗΣ ΚΥΣΤΗΣ Ή ΚΑΛΟΗΘΟΥΣ ΟΓΚΟΥ ΕΓΓΥΣ ΑΚΡΟΥ ΒΡΑΧΙΟΝΙΟΥ ΟΣΤΟΥ.;Surgical;96;1985.94
X626269;ΑΦΑΙΡΕΣΗ Ή ΑΠΟΞΕΣΗ ΟΣΤΙΚΗΣ ΚΥΣΤΗΣ Ή ΚΑΛΟΗΘΟΥΣ ΟΓΚΟΥ ΕΓΓΥΣ ΑΚΡΟΥ ΒΡΑΧΙΟΝΙΟΥ ΟΣΤΟΥ.  ΜΕ ΑΥΤΟΜΟΣΧΕΥΜΑ (ΠΕΡΙΛΑΜΒΑΝΕΙ ΤΗΝ ΛΗΨΗ ΜΟΣΧΕΥΜΑΤΟΣ);Diagnostic;50;446.49
X626271;ΑΦΑΙΡΕΣΗ Ή ΑΠΟΞΕΣΗ ΟΣΤΙΚΗΣ ΚΥΣΤΗΣ Ή ΚΑΛΟΗΘΟΥΣ ΟΓΚΟΥ ΕΓΓΥΣ ΑΚΡΟΥ ΒΡΑΧΙΟΝΙΟΥ ΟΣΤΟΥ. ΜΕ ΑΛΛΟΜΟΣΧΕΥΜΑ;Surgical;169;836.45
X626299;ΑΦΑΙΡΕΣΗ ΑΠΟΛΥΜΑΤΟΠΟΙΗΜΕΝΩΝ ΙΣΤΩΝ (Π.Χ., ΓΙΑ ΟΣΤΕΟΜΥΕΛΙΤΙΔΑ Ή ΑΠΟΣΤΗΜΑ ΟΣΤΟΥ), ΚΛΕΙΔΑ;Surgical;121;1933.19
X626303;ΑΦΑΙΡΕΣΗ ΑΠΟΛΥΜΑΤΟΠΟΙΗΜΕΝΩΝ ΙΣΤΩΝ (Π.Χ., ΓΙΑ ΟΣΤΕΟΜΥΕΛΙΤΙΔΑ Ή ΑΠΟΣΤΗΜΑ ΟΣΤΟΥ), ΩΜΟΠΛΑΤΗ;Surgical;217;1984.31
X626307;ΑΦΑΙΡΕΣΗ ΑΠΟΛΥΜΑΤΟΠΟΙΗΜΕΝΩΝ ΙΣΤΩΝ (Π.Χ., ΓΙΑ ΟΣΤΕΟΜΥΕΛΙΤΙΔΑ Ή ΑΠΟΣΤΗΜΑ ΟΣΤΟΥ), ΒΡΑΧΙΟΝΙΟΣ ΚΕΦΑΛΗ ΕΩΣ ΤΟΝ ΧΕΙΡΟΥΡΓΙΚΟ ΑΥΧΕΝΑ;Surgical;158;743.02
X626319;ΜΕΡΙΚΗ  ΑΦΑΙΡΕΣΗ (ΚΡΑΤΗΡΕΚΤΟΜΗ, ΠΥΡΗΝΕΚΤΟΜΗ, Ή ΑΦΑΙΡΕΣΗ ΔΙΑΦΥΣΗΣ) ΟΣΤΟΥ (Π.Χ., ΟΣΤΕΟΜΥΕΛΙΤΙΔΑ), ΚΛΕΙΔΑ;Surgical;215;1533.95
X626323;ΜΕΡΙΚΗ ΑΦΑΙΡΕΣΗ (ΚΡΑΤΗΡΕΚΤΟΜΗ, ΠΥΡΗΝΕΚΤΟΜΗ, Ή ΑΦΑΙΡΕΣΗ ΔΙΑΦΥΣΗΣ) ΟΣΤΟΥ (Π.Χ., ΟΣΤΕΟΜΥΕΛΙΤΙΔΑ), ΩΜΟΠΛΑΤΗ;Surgical;125;1124.19
X626327;ΜΕΡΙΚΗ  ΑΦΑΙΡΕΣΗ (ΚΡΑΤΗΡΕΚΤΟΜΗ,  ΠΥΡΗΝΕΚΤΟΜΗ, Ή  ΑΦΑΙΡΕΣΗ ΔΙΑΦΥΣΗΣ) ΟΣΤΟΥ (Π.Χ., ΟΣΤΕΟΜΥΕΛΙΤΙΔΑ), ΕΓΓΥΣ ΒΡΑΧΙΟΝΙΟΥ ΟΣΤΟΥ;Surgical;174;1334.92
X626339;ΟΣΤΕΚΤΟΜΗ ΩΜΟΠΛΑΤΗΣ, ΜΕΡΙΚΗ (EG, ΑΝΩ ΜΕΣΗ ΓΩΝΙΑ);Surgical;215;1187.11
X626349;ΑΦΑΙΡΕΣΗ, ΒΡΑΧΙΟΝΙΟΣ ΚΕΦΑΛΗ;Surgical;88;221.43
X626359;ΡΙΖΙΚΗ ΕΚΤΟΜΗ ΟΓΚΟΥ. ΚΛΕΙΔΑ;Surgical;155;693.94
X626379;ΡΙΖΙΚΗ ΕΚΤΟΜΗ ΟΓΚΟΥ. ΩΜΟΠΛΑΤΗ;Surgical;63;967.1
X626399;ΡΙΖΙΚΗ ΕΚΤΟΜΗ ΟΓΚΟΥ ΟΣΤΟΥ, ΕΓΓΥΣ ΑΚΡΟ ΒΡΑΧΙΟΝΙΟΥ ΟΣΤΟΥ.;Surgical;62;575.92
X626401;ΡΙΖΙΚΗ ΕΚΤΟΜΗ ΟΓΚΟΥ ΟΣΤΟΥ, ΕΓΓΥΣ ΑΚΡΟ ΒΡΑΧΙΟΝΙΟΥ ΟΣΤΟΥ. ΜΕ ΑΥΤΟΜΟΣΧΕΥΜΑ (ΠΕΡΙΛΑΜΒΑΝΕΙ ΤΗΝ ΛΗΨΗ ΜΟΣΧΕΥΜΑΤΟΣ);Diagnostic;48;1650.28
X626403;ΡΙΖΙΚΗ ΕΚΤΟΜΗ ΟΓΚΟΥ ΟΣΤΟΥ, ΕΓΓΥΣ ΑΚΡΟ ΒΡΑΧΙΟΝΙΟΥ ΟΣΤΟΥ. ΜΕ ΠΡΟΣΘΕΤΙΚΗ  ΑΝΤΙΚΑΤΑΣΤΑΣΗ;Surgical;202;1453.71
X626619;ΑΦΑΙΡΕΣΗ ΞΕΝΟΥ ΣΩΜΑΤΟΣ, ΩΜΟΥ, ΥΠΟΔΟΡΙΟΣ;Surgical;100;1853.13
X626621;ΑΦΑΙΡΕΣΗ ΞΕΝΟΥ ΣΩΜΑΤΟΣ, ΩΜΟΥ. (Π.Χ., ΗΜΙΑΡΘΡΟΠΛΑΣΤΙΚΗ NEER ΑΦΑΙΡΕΣΗ);Surgical;212;202.53
X626623;ΑΦΑΙΡΕΣΗ ΞΕΝΟΥ ΣΩΜΑΤΟΣ, ΩΜΟΥ. ΣΥΝΘΕΤΟ (Π.Χ., ΟΛΙΚΗ ΩΜΟΥ);Surgical;205;1223.55
X626659;ΔΙΑΔΙΚΑΣΙΑ ΕΓΧΥΣΗΣ ΓΙΑ ΑΡΘΡΟΓΡΑΦΙΑ ΩΜΟΥ Ή ΕΝΙΣΧΥΜΕΝΟ CT/MRI ΑΡΘΡΟΓΡΑΦΙΑΣ ΩΜΟΥ;Therapeutic;218;1164.31
X626749;ΜΕΤΑΦΟΡΑ ΜΥ, ΟΠΟΙΟΥΔΗΠΟΤΕ ΤΥΠΟΥ, ΩΜΟΥ Ή ΑΝΩ ΑΚΡΟΥ. ΜΟΝΗΡΕΣ;Surgical;80;1095.97
X626753;ΜΕΤΑΦΟΡΑ ΜΥ, ΟΠΟΙΟΥΔΗΠΟΤΕ ΤΥΠΟΥ, ΩΜΟΥ Ή ΑΝΩ  ΑΚΡΟΥ. ΠΟΛΛΑΠΛΟ;Surgical;188;892.57
X626759;ΧΕΙΡΟΥΡΓΙΚΗ ΔΙΑΔΙΚΑΣΙΑ ΩΜΟΠΛΑΤΗΣ (Π.Χ. ΠΑΡΑΜΟΡΦΩΣΗ SPRENGEL Ή ΓΙΑ ΠΑΡΑΛΥΣΗ);Surgical;70;1258.02
X626769;ΤΕΝΟΤΟΜΗ, ΠΕΡΙΟΧΗ ΩΜΟΥ. ΜΟΝΗΡΗΣ ΤΕΝΟΝΤΑΣ;Surgical;81;1226.83
X626771;ΤΕΝΟΤΟΜΗ, ΠΕΡΙΟΧΗ ΩΜΟΥ. ΠΟΛΛΑΠΛΟΙ ΤΕΝΟΝΤΕΣ ΜΕΣΩ ΤΗΣ ΙΔΙΑΣ ΤΟΜΗΣ;Surgical;90;195.49
X626779;ΑΠΟΚΑΤΑΣΤΑΣΗ  ΡΑΓΕΝΤΟΣ ΜΥΟΤΕΝΟΝΤΙΟΥ ΠΕΤΑΛΟΥ (Π.Χ ΣΤΡΟΦΙΚΟ ΠΕΤΑΛΟ) ΑΝΟΙΚΤΟ. ΟΞΥ;Surgical;127;626.12
X626783;ΑΠΟΚΑΤΑΣΤΑΣΗ  ΡΑΓΕΝΤΟΣ ΜΥΟΤΕΝΟΝΤΙΟΥ ΠΕΤΑΛΟΥ (Π.Χ., ΣΤΡΟΦΙΚΟΥ ΠΕΤΑΛΟΥ) ΑΝΟΙΚΤΟ. ΧΡΟΝΙΟ;Surgical;106;1134.56
X626789;ΔΙΑΤΟΜΗ ΚΟΡΑΚΟΑΚΡΩΜΙΑΚΟΥ ΣΥΝΔΕΣΜΟΥ, ΜΕ Ή ΧΩΡΙΣ ΑΚΡΩΜΙΟΠΛΑΣΤΙΚΗ;Surgical;145;1520.7
X626799;ΑΝΑΚΑΤΑΣΚΕΥΗ ΠΛΗΡΟΥΣ ΑΠΟΚΟΛΛΗΣΗΣ ΩΜΙΚΟΥ(ΣΤΡΟΦΙΚΟΥ) ΠΕΤΑΛΟΥ, ΧΡΟΝΙΑ (ΠΕΡΙΛΑΜΒΑΝΕΙ ΑΚΡΩΜΙΟΠΛΑΣΤΙΚΗ);Surgical;146;1948.89
X626819;ΤΕΝΟΝΤΟΔΕΣΗ ΤΕΝΟΝΤΑ ΜΑΚΡΑΣ ΚΕΦΑΛΗΣ ΔΙΚΕΦΑΛΟΥ;Surgical;105;502.82
X626839;ΔΙΑΤΟΜΗ Ή ΕΠΑΝΑΚΑΘΗΛΩΣΗ ΤΕΝΟΝΤΑ ΜΑΚΡΑΣ ΚΕΦΑΛΗΣ  ΔΙΚΕΦΑΛΩΝ;Surgical;139;1393.32
X626859;ΣΥΡΡΑΦΗ ΠΡΟΣΘΙΟΥ ΑΡΘΡΙΚΟΥ ΘΥΛΑΚΟΥ. ΔΙΑΔΙΚΑΣΙΑ ΤΥΠΟΥ PUTTI-PLATT Ή  ΕΠΕΜΒΑΣΗ  MAGNUSON;Surgical;188;888.66
X626869;ΣΥΡΡΑΦΗ ΠΡΟΣΘΙΟΥ ΑΡΘΡΙΚΟΥ ΘΥΛΑΚΟΥ ΜΕ ΑΠΟΚΑΤΑΣΤΑΣΗ  ΕΠΙΧΕΙΛΙΟΥ ΧΟΝΔΡΟΥ (Π.Χ., ΔΙΑΔΙΚΑΣΙΑ BANKART);Surgical;61;1899.64
X626879;ΣΥΡΡΑΦΗ ΠΡΟΣΘΙΟΥ ΑΡΘΡΙΚΟΥ ΘΥΛΑΚΟΥ ΟΠΟΙΟΥΔΗΠΟΤΕ ΤΥΠΟΥ. ΜΕ ΜΠΛΟΚ ΟΣΤΟΥ;Surgical;198;1068.42
X626883;ΣΥΡΡΑΦΗ ΠΡΟΣΘΙΟΥ ΑΡΘΡΙΚΟΥ ΘΥΛΑΚΟΥ, ΟΠΟΙΟΥΔΗΠΟΤΕ ΤΥΠΟΥ. ΜΕ ΜΕΤΑΦΟΡΑ ΚΟΡΑΚΟΕΙΔΟΥΣ ΑΠΟΦΥΣΗΣ;Surgical;221;1058.44
X626889;ΣΥΡΡΑΦΗ ΑΡΘΡΙΚΟΥ ΘΥΛΑΚΟΥ ΓΛΗΝΟΒΡΑΧΙΟΝΙΑΣ ΑΡΘΡΩΣΗΣ, ΟΠΙΣΘΙΑ, ΜΕ Ή ΧΩΡΙΣ ΟΣΤΙΚΟ  ΜΠΛΟΚ;Surgical;90;1048.23
X626891;ΣΥΡΡΑΦΗ ΑΡΘΡΙΚΟΥ ΘΥΛΑΚΟΥ,ΓΛΗΝΟ ΒΡΑΧΙΟΝΙΑΣ ΑΡΘΡΩΣΗΣ, ΟΠΟΙΟΥΔΗΠΟΤΕ ΤΥΠΟΥ ΠΟΛΥ-ΚΑΤΕΥΘΥΝΤΙΚΗ  ΑΣΤΑΘΕΙΑ;Surgical;224;1660.1
X626899;ΑΡΘΡΟΠΛΑΣΤΙΚΗ, ΓΛΗΝΟΒΡΑΧΙΟΝΙΑΣ ΑΡΘΡΩΣΗΣ. ΗΜΙΑΡΘΡΟΠΛΑΣΤΙΚΗ;Surgical;175;642.55
X626903;ΑΡΘΡΟΠΛΑΣΤΙΚΗ,ΓΛΗΝΟΒΡΑΧΙΟΝΙΑΣ ΑΡΘΡΩΣΗΣ. ΟΛΙΚΗ ΩΜΟΥ (ΓΛΗΝΟΕΙΔΟΥΣ ΚΑΙ ΕΓΓΥΣ ΤΜΗΜΑ ΒΡΑΧΙΟΝΙΟΥ) ΑΝΤΙΚΑΤΑΣΤΑΣΗ (Π.Χ. ΟΛΙΚΗ ΩΜΟΥ));Surgical;210;1610.51
X626919;ΟΣΤΕΟΤΟΜΙΑ, ΚΛΕΙΔΑ, ΜΕ Ή ΧΩΡΙΣ ΕΣΩΤΕΡΙΚΗ  ΟΣΤΕΟΣΥΝΘΕΣΗ.;Surgical;128;543.75
X626929;ΟΣΤΕΟΤΟΜΙΑ, ΚΛΕΙΔΑ, ΜΕ Ή ΧΩΡΙΣ ΕΣΩΤΕΡΙΚΗ  ΟΣΤΕΟΣΥΝΘΕΣΗ. ΜΕ ΟΣΤΙΚΟ ΜΟΣΧΕΥΜΑ  ΓΙΑ ΨΕΥΔΑΡΘΡΩΣΗ Ή ΑΝΩΜΑΛΗ ΠΩΡΩΣΗ (ΠΕΡΙΛΑΜΒΑΝΕΙ ΛΗΨΗ ΜΟΣΧΕΥΜΑΤΟΣ ΚΑΙ/Ή ΑΝΑΓΚΑΙΑ  ΟΣΤΕΟΣΥΝΘΕΣΗ);Diagnostic;50;1348.67
X626939;ΠΡΟΦΥΛΑΚΤΙΚΗ ΑΝΤΙΜΕΤΩΠΙΣΗ (ΗΛΩΣΗ, ΤΟΠΟΘΕΤΗΣΗ ΚΑΡΦΙΔΩΝ,   ΠΛΑΚΩΝ Ή  ΣΥΡΜΑΤΟΣ) ΜΕ Ή ΧΩΡΙΣ ΜΕΘΥΛΜΕΘΑΚΡΥΛΙΚΟ, ΚΛΕΙΔΑ;Therapeutic;112;1017.06
