medicine_name,substance_name
Bimatoprost Pharmathen,Bimatoprost
Bimatoprost Sandoz,Bimatoprost
Bimatoprost Sandoz Gmbh,Bimatoprost
Bimatoprost Stada,Bimatoprost
Bimatoprost Stulln,Bimatoprost
Bimatoprost Teva Sante,Bimatoprost
Bimatoprost Viatris,Bimatoprost
Bimatorpost Medipha Sante,Bimatoprost
Bimato-Vision,Bimatoprost
Bimato-Vision Sine,Bimatoprost
Bimatroprost Al,Bimatoprost
Bima-Vision Sine,Bimatoprost
Bimeox,Bimatoprost
Bimi,Bimatoprost
Bimican,Bimatoprost
Bimican Neo,Bimatoprost
Bimifre,Bimatoprost
Bimifree,Bimatoprost
Bimzelx,Bimekizumab
Binabic,Bicalutamide
Binanidda,Terbinafine Hydrochloride
Binatta,Tapentadol
Bindazac,Ranitidine
Binocrit,Epoetin Alfa
Binofenact,Ibuprofen
Binofenkid,Ibuprofen
Binofenum,Ibuprofen
Binosto,Alendronate Sodium (Ph. Eur.)
Binosto,Alendronate Sodium Trihydrate
Binosto,Alendronic Acid
Binosto Once Weekly,Alendronic Acid
Bio Erkältungs Tee Mit Für Erwachsene,Eucalyptus Leaf
Bio Leber- Und Galle Tee,Taraxici Herba Cum Radice
Bio Nerven- Und Schlaf Tee,Passiflorae Herba
Bio Nieren- Und Blasen Tee,Betulae Folium
Bioarginina,L-Arginine Hydrochloride
Biobica,Bicalutamide
Bio-Biloba,Ginkgo Biloba Leaf Extract
Biocadextro Adultes Sans Sucre,Dextromethorphan Hydrobromide
Biocaine Plain,Mepivacaine Hydrochloride
Biocarn,Levocarnitine
Biocef,Cefpodoxime
Biochemie 1,Calcium Fluoratum Trit D6
Biochemie 1,Calcium Fluoratum Trit. D12
Biochemie 15 Zur Anwendung Bei Säuglingen,Kindern Und Erwachsenen
Biochemie 16 Zur Anwendung Bei Säuglingen,Kindern Und Erwachsenen
Biochemie 17 Zur Anwendung Bei Säuglingen,Kindern Und Erwachsenen
Biochemie 18 Calcium Sulfuratumzum Einnehmen Zur Anwendung Bei Säuglingen,Kindern Und Erwachsenen Homöopathisches Arzneimittel
Biochemie 18 Zur Anwendung Bei Säuglingen,Kindern Und Erwachsenen
Biochemie 19,Cuprum Arsenicosum D12
Biochemie 19,Cuprum Arsenicosum D6
Biochemie 2,Calcium Phosphoricum D12
Biochemie 2,Calcium Phosphoricum Trit. D6
Biochemie 20 Zur Anwendung Bei Säuglingen,Kindern Und Erwachsenen
Biochemie 21 Zur Anwendung Bei Säuglingen,Kindern Und Erwachsenen
Biochemie 22,Calcium Carbonicum D6
Biochemie 22,Calcium Carbonicum Hahnemanni D12
Biochemie 23,Natrium Bicarbonicum D6
Biochemie 24,Arsenum Iodatum Trit. D6
Biochemie 3,Ferrum Phosphoricum Trit D12
Biochemie 3,Ferrum Phosphoricum Trit D3
Biochemie 3,Ferrum Phosphoricum Trit. D6
Biochemie 4,Kalium Chloratum Trit. D6
Biochemie 5 Zur Anwendung Bei Säuglingen,Kindern Und Erwachsenen
Biochemie 6 Zur Anwendung Bei Säuglingen,Kindern Und Erwachsenen
Biochemie 8,Natrium Chloratum Trit. D12
Biochemie 8,Natrium Chloratum Trit. D6
Biochemie 9 Zur Anwendung Bei Säuglingen,Kindern Und Erwachsenen
Biochemie Nach Dr. Schüssler Die Heisse Sieben,Magnesium Phosphoricum D6
Biochemie Nr. 13,Kalium Arsenicosum D6
Biochemie Nr. 16,Lithium Muriaticum D6
Biochemie Nr. 17,Manganum Sulfuricum Trit. D6
Biochemie Nr. 3,Ferrum Phosphoricum Dil. D12
Biocidan,Cethexonium Bromide
Biocoryl,Procainamide Hydrochloride
Bio-C-Vitamin,Calcium Ascorbate
Biodacyna,Amikacin
Biodacyna,Amikacin Sulfate
Biodacyna Ophthalmicum,Amikacin Sulfate
Biodalgic,Tramadol Hydrochloride
Biodermatin,Biotin
Biodoron,Ferrum-Quarz Trit. D2
Biodramina,Dimenhydrinate
Biodramina Infantil,Dimenhydrinate
Biodribin,Cladribine
Biodroxil,Cefadroxil
Biofanal,Nystatin
Biofanal Kombi,Nystatin
Biofanal® Bei Scheidenpilz,Nystatin
Biofanal® Kombipackung Bei Scheidenpilz Und Candida-Infektion Des Äußeren Genitalbereichs,Nystatin
Biofazolin,Cefazolin Sodium
Biofen,Ibuprofen
Biofen Forte,Ibuprofen
Biofen Pentru Copii,Ibuprofen
Biofenac,Aceclofenac
Bioferro,Ferrous Gluconate
Biofibrat,Fenofibrate Micronised
Bioflair,Enterococcus Faecium Sf68
Bioflor,Saccharomyces Boulardii
Bioflor,Saccharomyces Boulardii cncm I-745 Lyophilized
Bioflor Forte,Saccharomyces Boulardii cncm I-745 Lyophilized
Bioflu Baby,Paracetamol
Bioflu Nazal,Phenylephrine Hydrochloride
Bioflu Tuss,Ambroxol Hydrochloride
Bioflutin,Etilefrine Hydrochloride
Biofuroksym,Cefuroxime Sodium
Biogelat,Biotin
Bioginal,Ciclopirox Olamine
Biokliman,Cimicifuga Dil D1
Biolax,Bisacodyl
Biolax,Bisacodyl Bp
Biolax 12 Years Plus,Bisacodyl
Biolax 18 Years +,Bisacodyl
Biolectra,Magnesium
Biolectra,Zinc Sulphate Monohydrate
Biolectra Forte,Magnesium
Biolectra Forte Orangengeschmack,Magnesium
Biolectra Forte Zitronengeschmack,Magnesium
Biolectra Fortissimum Orangengeschmack,Magnesium
Biolectra Fortissimum Zitronengeschmack,Magnesium
Biolectra Intens Orangen-Mango-Geschmack,Magnesium
Bio-Melatonin Pharmyn,Melatonin
Biomentin,Memantine Hydrochloride
Biomin H,Calcium Carbonate
Biomo-Lipon,Ethylenediamine Thioctate
Biomo-Lipon,Thioctic Acid
Biomoscab,Crotamiton
Biontfdg,Fludeoxyglucose (18f)
Bioplak,Acetylsalicylic Acid
Bioprazol,Omeprazole
Bioprazol Bio Max,Omeprazole
Bioprexanil,Perindopril Arginine
Bio-Qinon Q10,Ubidecarenone
Bioquil,Ofloxacin
Bio-Quinone Q10,Ubidecarenone
Bioracef,Cefuroxime Axetil
Biorisan,Amikacin Sulfate
Biorphen,Phenylephrine Hydrochloride
Bioselenium,Selenium Sulfide
Biosonide,Budesonide
Biosotal 40,Sotalol Hydrochloride
Biosotal 80,Sotalol Hydrochloride
Biosteron,Prasterone
Biotaksym,Cefotaxime Sodium
Biotaxel,Paclitaxel
Biotebal,Biotin
Biotebal Max,Biotin
Biotifem,Biotin
Biotifem Max,Biotin
Biotin 10 Mg,Biotin
Biotin Beta,Biotin
Biotin H Forte Canea Pharma,Biotin
Biotin Hermes,Biotin
Biotin Impuls,Biotin
Biotin N,Biotin
Biotin Polpharma,Biotin
Biotin Ratiopharm,Biotin
Biotin S,Biotin
Biotin Sb,Biotin
Biotin Stada,Biotin
Biotin-Asmedic,Biotin
Biotine Bayer,Biotin
Biotinum Apteo Med,Biotin
Biotrakson,Ceftriaxone Sodium
Biotropil,Piracetam
Biotum,Ceftazidime Pentahydrate
Biotylek,Biotin
Biotylek Max,Biotin
Biotyna Max Olimp,Biotin
Biotynox,Biotin
Biotynox Forte,Biotin
Bioxetin,Fluoxetine
Biozell Echinacea,Dried Pressed Juice From Flowering Purple Coneflower Herb
Biozell Echinacea,Dried Pressed Juice Of Fresh Flowering Purple Coneflower Herb (Der: 38-56:1)
Biperiden Neuraxpharm,Biperiden Hydrochloride
Biperiden Neuraxpharm,Biperiden Lactate
Biprolast,Brimonidine Tartrate
Biquelle Xl,Quetiapine
Biquetan,Quetiapine
Biquetan Stada,Quetiapine
Biramine,Benzydamine Hydrochloride
Birke Bencard Allergie,Betula Pollen
Birke Hal Allergy,Betula Verrucosa Pollen
Birkenblätter Bombastus-Werke,Betulae Folium
Birkenblätter Salus Haus,Betulae Folium
Birkenblätter Tee,Betulae Folium
Birkenblätter Tee Zur Anwendung Bei Erwachsenen Und Kindern Ab 12 Jahren,Betulae Folium
Birmost,Bimatoprost
Bisacodil Arena,Bisacodyl
Bisacodil Laropharm,Bisacodyl
Bisacodil Sintofarm,Bisacodyl
Bisacodyl,Bisacodyl
Bisacodyl Adgc Laxans,Bisacodyl
Bisacodyl Adults Waymade Plc Sovereign Medical,Bisacodyl
Bisacodyl Aiwa,Bisacodyl
Bisacodyl Arrow Conseil,Bisacodyl
Bisacodyl Aurobindo,Bisacodyl
Bisacodyl Biogaran Conseil,Bisacodyl
Bisacodyl Chelonia Healthcare,Bisacodyl
Bisacodyl Chelonia Healthcare,Bisacodyl Bp
Bisacodyl Conseil Zentiva,Bisacodyl
Bisacodyl Cristers,Bisacodyl
Bisacodyl Eg,Bisacodyl
Bisacodyl Eg Labo Conseil,Bisacodyl
Bisacodyl Elac,Bisacodyl
Bisacodyl Grindeks,Bisacodyl
Bisacodyl Krka,Bisacodyl
Bisacodyl Leidapharm,Bisacodyl
Bisacodyl Marel,Bisacodyl
Bisacodyl Martindale Pharmaceuticals,Bisacodyl Bp
Bisacodyl Pharmaswiss,Bisacodyl
Bisacodyl Sanavita,Bisacodyl
Bisacodyl Sandoz Conseil,Bisacodyl
Bisacodyl Stada,Bisacodyl
Bisacodyl Tablets,Bisacodyl
Bisacodyl Teva,Bisacodyl
Bisacodyl Viatris,Bisacodyl
Bisacodyl Viatris Conseil,Bisacodyl
Bisacodyl Zetpil Cf,Bisacodyl
Bisacodyl-K,Bisacodyl
Bisalax Constipation Relief 12+ Years,Bisacodyl Bp
Bisalax Constipation Relief Adult,Bisacodyl Ph. Eur.
Bisbetol,Bisoprolol Hemifumarate
Bisco-Zitron,Bisacodyl
Biseko,Human Plasma Protein
Biseltoc,Pentoxyverine Citrate
Bismuth Granions,Bismuth Subnitrate
Bismuth Krka,Bismuth Oxide
Biso,Bisoprolol Hemifumarate
Biso Lich,Bisoprolol Hemifumarate
Bisobel,Bisoprolol Fumarate
Bisobeta,Bisoprolol Fumarate
Bisoblock,Bisoprolol Fumarate
Bisocard,Bisoprolol Fumarate
Bisoce,Bisoprolol Hemifumarate
Bisocor,Bisoprolol Fumarate
Bisogamma,Bisoprolol Fumarate
Bisohexal,Bisoprolol Fumarate
Bisolaclar,Acetylcysteine
Bisolangin,Ambroxol Hydrochloride
Bisolbruis,Acetylcysteine
Bisolex,Bromhexine Hydrochloride
Bisolex F,Bromhexine Hydrochloride
Bisolich,Bisoprolol Fumarate
Bisolmonus,Acetylcysteine
Bisolnasal Met Eucalyptus,Tramazoline Hydrochloride
Bisolspray Nebulicina Adulto,Oxymetazoline Hydrochloride
Bisoltussin,Dextromethorphan Hydrobromide
Bisoltussin,Pentoxyverine Citrate
Bisoltussin Tosse Seca,Dextromethorphan Hydrobromide
Bisolvon,Bromhexine Hydrochloride
Bisolvon Antitusivo,Dextromethorphan Hydrobromide
Bisolvon Calmatos,Pentoxyverine Citrate
Bisolvon Citron,Bromhexine Hydrochloride
Bisolvon Droge Hoest,Dextromethorphan Hydrobromide
Bisolvon Hustentabletten,Bromhexine Hydrochloride
Bisolvon Hustentropfen,Bromhexine Hydrochloride
Bisolvon Jordgubb,Bromhexine Hydrochloride
Bisolvon Linctus Adulto,Bromhexine Hydrochloride
Bisolvon Linctus Criança,Bromhexine Hydrochloride
Bisolvon Linctus Gusto Cioccolato-Ciliegia,Bromhexine Hydrochloride
Bisolvon Linctus Gusto Fragola,Bromhexine Hydrochloride
Bisolvon Mucolítico,Bromhexine Hydrochloride
Bisolvon Mucolítico Infantil,Bromhexine Hydrochloride
Bisolvon Schleimiger Husten,Bromhexine Hydrochloride
Bisolvon Slijmhoest,Bromhexine Hydrochloride
Bisolvon Strong,Bromhexine Hydrochloride
Bisolvon Tosse Sedativo,Dextromethorphan Hydrobromide
Bisolvon Toux Grasse,Bromhexine Hydrochloride
Bisolvon Toux Sèche,Dextromethorphan Hydrobromide
Bisolvon Trockener Husten,Dextromethorphan Hydrobromide
Bisolvon Voor Kinderen Met Aardbeiensmaak,Bromhexine Hydrochloride
Bisolvon-Linctus,Bromhexine Hydrochloride
Bisomerck,Bisoprolol Fumarate
Bisomyl Viatris,Bisoprolol Fumarate
Bisop,Bisoprolol Fumarate
Bisoproact,Bisoprolol Fumarate
Bisoprolo,Bisoprolol Fumarate
Bisoprolol,Bisoprolol
Bisoprolol,Bisoprolol Fumarate
Bisoprolol !Stada,Bisoprolol Fumarate
Bisoprolol 1 A Pharma,Bisoprolol Hemifumarate
Bisoprolol 1a Pharma,Bisoprolol Fumarate
Bisoprolol Ab,Bisoprolol Fumarate
Bisoprolol Abz,Bisoprolol Fumarate
Bisoprolol Accord,Bisoprolol Fumarate
Bisoprolol Accord Healthcare,Bisoprolol Fumarate
Bisoprolol Accord Healthcare,Bisoprolol Fumarate Ph. Eur.
Bisoprolol Accord Healthcare,Bisoprolol Hemifumarate
Bisoprolol Accord Healthcare Ireland,Bisoprolol Fumarate
Bisoprolol Al,Bisoprolol
Bisoprolol Al,Bisoprolol Hemifumarate
Bisoprolol Aliud,Bisoprolol Fumarate
Bisoprolol Almus,Bisoprolol Hemifumarate
Bisoprolol Amarox,Bisoprolol
Bisoprolol Aquizent Zentiva,Bisoprolol Fumarate
Bisoprolol Arrow Lab,Bisoprolol Fumarate
Bisoprolol Aurobindo,Bisoprolol Fumarate
Bisoprolol Aurovitas,Bisoprolol Fumarate
Bisoprolol Bausch Health,Bisoprolol Fumarate
Bisoprolol Bgr,Bisoprolol Hemifumarate
Bisoprolol Biogaran,Bisoprolol Fumarate
Bisoprolol Bluefish,Bisoprolol Fumarate
Bisoprolol Bluepharma,Bisoprolol Fumarate
Bisoprolol Bluepharma,Bisoprolol Hemifumarate
Bisoprolol Ciclum,Bisoprolol
Bisoprolol Ciclum,Bisoprolol Hemifumarate
Bisoprolol Ciclum Farma,Bisoprolol Fumarate
Bisoprolol Ciclum Farma 1,25 Mg Comprimidos Revestidos Por Película
Bisoprolol Ciclum Farma 10 Mg Comprimidos Revestidos Por Película,Bisoprolol Fumarate
Bisoprolol Ciclum Farma 2,5 Mg Comprimidos Revestidos Por Película
Bisoprolol Ciclum Farma 3,75 Mg Comprimidos Revestidos Por Película
Bisoprolol Ciclum Farma 5 Mg Comprimidos Revestidos Por Película,Bisoprolol Fumarate
Bisoprolol Ciclum Farma 7,5 Mg Comprimidos Revestidos Por Película
Bisoprolol Cinfa,Bisoprolol Fumarate
Bisoprolol Clonmel,Bisoprolol Fumarate
Bisoprolol Combix,Bisoprolol Fumarate
Bisoprolol Cor Alter,Bisoprolol Fumarate
Bisoprolol Crescent Pharma,Bisoprolol Fumarate
Bisoprolol Cristers,Bisoprolol Hemifumarate
Bisoprolol Cristers Pharma,Bisoprolol Hemifumarate
Bisoprolol Ct,Bisoprolol Fumarate
Bisoprolol Dexcel,Bisoprolol Fumarate
Bisoprolol Eg,Bisoprolol Fumarate
Bisoprolol Eg Labo,Bisoprolol Fumarate
Bisoprolol Evolugen,Bisoprolol Fumarate
Bisoprolol Farmacia,Bisoprolol Fumarate
Bisoprolol Fumaraat Pch,Bisoprolol Hemifumarate
Bisoprolol Fumaraat Teva,Bisoprolol Fumarate
Bisoprolol Fumarate Activase Pharmaceuticals,Bisoprolol Fumarate
Bisoprolol Fumarate Amarox,Bisoprolol Fumarate
Bisoprolol Fumarate Aspire Pharma,Bisoprolol Fumarate
Bisoprolol Fumarate Aurobindo,Bisoprolol Fumarate
Bisoprolol Fumarate Chanelle Medical,Bisoprolol Fumarate
Bisoprolol Fumarate Ennogen Ip,Bisoprolol Fumarate
Bisoprolol Fumarate Flamingo,Bisoprolol Fumarate
Bisoprolol Fumarate Flamingo Pharma (Uk),Bisoprolol Fumarate
Bisoprolol Fumarate Generics [uk],Bisoprolol Fumarate
Bisoprolol Fumarate Milpharm,Bisoprolol Fumarate
Bisoprolol Fumarate Niche Generics,Bisoprolol Fumarate
Bisoprolol Fumarate Pinewood Laboratories,Bisoprolol Fumarate
Bisoprolol Fumarate Rosemont Pharmaceuticals,Bisoprolol
Bisoprolol Fumarate Sandoz,Bisoprolol Fumarate
Bisoprolol Fumarate Sandoz Ltd,Bisoprolol Fumarate
Bisoprolol Fumarate Syri,Bisoprolol Fumarate
Bisoprolol Fumarate Teva Uk,Bisoprolol Fumarate
Bisoprolol Fumarate Unichem Laboratories,Bisoprolol Fumarate
Bisoprolol Fumarate Zentiva,Bisoprolol Fumarate
Bisoprolol Fumarato Uxa Farma,S.A.
Bisoprolol Gemax Pharma,Bisoprolol Fumarate
Bisoprolol Generis,Bisoprolol Fumarate
Bisoprolol Generis Phar,Bisoprolol Fumarate
Bisoprolol Hemifumarate Genthon,Bisoprolol Hemifumarate
Bisoprolol Ipca,Bisoprolol
Bisoprolol Ipca,Bisoprolol Fumarate
Bisoprolol Ipca Laboratories Uk,Bisoprolol Fumarate
Bisoprolol Jaba,Bisoprolol Fumarate
Bisoprolol Kern Pharma,Bisoprolol Fumarate
Bisoprolol Krka,Bisoprolol Fumarate
Bisoprolol Labesfal,Bisoprolol Fumarate
Bisoprolol Medical Valley,Bisoprolol Fumarate
Bisoprolol Medley Pharma,Bisoprolol Fumarate
Bisoprolol Medreg,Bisoprolol Fumarate
Bisoprolol Merck,Bisoprolol Fumarate
Bisoprolol Mylan,Bisoprolol Fumarate
Bisoprolol Mylan,Bisoprolol Fumarate Ph. Eur.
Bisoprolol Mylan Pharmaceuticals,Bisoprolol Fumarate
Bisoprolol Niche Generics,Bisoprolol Fumarate
Bisoprolol Normon,Bisoprolol Fumarate
Bisoprolol Orion,Bisoprolol Fumarate
Bisoprolol Pensa,Bisoprolol Fumarate
Bisoprolol Pentafarma,Bisoprolol Fumarate
Bisoprolol Pmcs,Bisoprolol Fumarate
Bisoprolol Puren,Bisoprolol Fumarate Ph. Eur.
Bisoprolol Quiver,Bisoprolol Hemifumarate
Bisoprolol Quiver Lab,Bisoprolol Fumarate
Bisoprolol Ratiopharm,Bisoprolol Fumarate
Bisoprolol Ref,Bisoprolol Hemifumarate
Bisoprolol Ref Biogaran,Bisoprolol Hemifumarate
Bisoprolol Sandoz,Bisoprolol Fumarate
Bisoprolol Sapiens,Bisoprolol Fumarate
Bisoprolol Stada,Bisoprolol
Bisoprolol Stada,Bisoprolol Fumarate
Bisoprolol Stada,Bisoprolol Hemifumarate
Bisoprolol Stada Arzneimittel Ag,Bisoprolol Fumarate
Bisoprolol Stadafarma,Bisoprolol Fumarate
Bisoprolol Stadapharm,Bisoprolol Fumarate
Bisoprolol Syri Pharma,Bisoprolol Fumarate
Bisoprolol Tad,Bisoprolol Fumarate
Bisoprolol Tarbis,Bisoprolol Hemifumarate
Bisoprolol Tarbis Farma,Bisoprolol Fumarate
Bisoprolol Tecnigen,Bisoprolol Fumarate
Bisoprolol Teva,Bisoprolol Fumarate
Bisoprolol Teva,Bisoprolol Hemifumarate
Bisoprolol Teva Sante,Bisoprolol Fumarate
Bisoprolol Teva-Ratiopharm,Bisoprolol Fumarate
Bisoprolol Tillomed Laboratories,Bisoprolol Fumarate
Bisoprolol Tolife,Bisoprolol Fumarate
Bisoprolol Viatris,Bisoprolol Fumarate
Bisoprolol Viatris,Bisoprolol Hemifumarate
Bisoprolol Viatris Sante,Bisoprolol Fumarate
Bisoprolol Vitabalans,Bisoprolol Hemifumarate
Bisoprolol Vp,Bisoprolol Fumarate
Bisoprolol Zentiva,Bisoprolol Fumarate
Bisoprolol Zentiva K.S,Bisoprolol Fumarate
Bisoprolol Zentiva Lab,Bisoprolol Fumarate
Bisoprolol Zydus,Bisoprolol Hemifumarate
Bisoprolol Zydus France,Bisoprolol Fumarate
Bisoprolol Zydus France,Bisoprolol Hemifumarate
Bisoprololfumaraat 1a Pharma,Bisoprolol Fumarate
Bisoprololfumaraat Accord,Bisoprolol Fumarate
Bisoprololfumaraat Amarox,Bisoprolol Fumarate
Bisoprololfumaraat Cf,Bisoprolol Fumarate
Bisoprololfumaraat Deco Aurobindo,Bisoprolol Fumarate
Bisoprololfumaraat Genthon,Bisoprolol Hemifumarate
Bisoprololfumaraat Hexal  Ag,Bisoprolol Fumarate
Bisoprololfumaraat Pch,Bisoprolol Hemifumarate
Bisoprololfumaraat Ratiopharm,Bisoprolol Hemifumarate
Bisoprololfumaraat Sandoz,Bisoprolol Fumarate
Bisoprololfumaraat Teva,Bisoprolol Fumarate
Bisoprololfumaraat Unichem,Bisoprolol Fumarate
Bisoprololfumaraat Viatris,Bisoprolol Fumarate
Bisoprololfumarat Eg,Bisoprolol Fumarate
Bisoprololo Ahcl,Bisoprolol Fumarate
Bisoprololo Almus,Bisoprolol Fumarate
Bisoprololo Aurobindo Pharma Italia,Bisoprolol Fumarate
Bisoprololo Doc Generics,Bisoprolol Fumarate
Bisoprololo Eg,Bisoprolol Fumarate
Bisoprololo Eg,Bisoprolol Hemifumarate
Bisoprololo Eg Stada,Bisoprolol Fumarate
Bisoprololo Eg Stada Italia,Bisoprolol Fumarate
Bisoprololo Krka,Bisoprolol Fumarate
Bisoprololo Mylan,Bisoprolol Fumarate
Bisoprololo Pensa,Bisoprolol Fumarate
Bisoprololo Pensa Pharma,Bisoprolol Fumarate
Bisoprololo Sandoz,Bisoprolol Fumarate
Bisoprololo Tecnigen,Bisoprolol Fumarate
Bisoprololo Teva,Bisoprolol Fumarate
Bisoprololo Zentiva,Bisoprolol Hemifumarate
Bisoprololo Zentiva Generics,Bisoprolol Fumarate
Bisoprololo Zentiva Italia,Bisoprolol Fumarate
Bisopromerck,Bisoprolol Fumarate
Bisoratio,Bisoprolol Fumarate
Bisostad,Bisoprolol
Bisostad,Bisoprolol Fumarate
Bisostad,Bisoprolol Hemifumarate
Bisotens,Bisoprolol Fumarate
Bisphenol A-Diglycidyl-Methacrylat (Bis-Gma),Bisphenol A-Glycidyl Methacrylate
Biston,Carbamazepine
Bitammon,Sultamicillin
Bitammon,Sultamicillin Tosylate Dihydrate
Bite & Sting Relief 2 Years Plus Antihistamine,Mepyramine Maleate Ph. Eur.
Bite And Sting Relief,Hydrocortisone Acetate Bp
Bite And Sting Relief Antihistamine,Mepyramine Maleate Ph. Eur.
Bithiol,Ichthammol
Bitinex,Atomoxetine Hydrochloride
Bitosen,Bilastine
Bittersalz,Magnesium Sulfate Heptahydrate
Bittersalz Caelo,Magnesium Sulfate Heptahydrate
Bivalirudin Accord,Bivalirudin
Bivalirudin Accord Healthcare,Bivalirudin
Bivalirudin Hikma,Bivalirudin
Bivalirudin Kensington Pharma,Bivalirudin
Bivalirudin Reig Jofre,Bivalirudin
Bivalirudin Reig Jofre Uk,Bivalirudin
Bivalirudina Accord,Bivalirudin
Bivalirudina Hikma,Bivalirudin
Bivalirudina Sala,Bivalirudin
Bivalirudine Accord,Bivalirudin
Bivalirudine Hikma,Bivalirudin
Bivelen,Ivabradine
Bivol,Nebivolol
Bivorilan,Ciprofloxacin Hydrochloride Monohydrate
Biwalirudyna Accord,Bivalirudin
Bixalan,Bicalutamide
Bixcar,Eslicarbazepine Acetate
Bixebra,Ivabradine
Bixocel,Celecoxib
Bixodalan,Abiraterone Acetate
Bixon,Ceftriaxone Disodium
Bixtonim Xylo,Xylometazoline Hydrochloride
Bixtonim Xylo Aroma,Xylometazoline Hydrochloride
Bizmutov Oksid Krka,Bismuth Oxide
Bizmut-Szubcitrát Elpen,Bismuth
Bizmutu Galusan Zasadowy Hasco,Bismuth Subgallate
Black Cohosh Joint & Muscle Relief Nature's Bounty,Cimicifuga Racemosa Extract
Blackcurrant Flavour Sore Throat,Amylmetacresol Bp
Blackcurrant Flavour Ultra Chloraseptic Anaesthetic Throat Spray,Benzocaine
Bladasin,Tamsulosin Hydrochloride
Bladex,Folic Acid
Blamonehel,Pirfenidone
Blastoestimulina,Centella Asiatica Extract
Blastomat,Temozolomide
Blaston,Cinitapride
Blaxi,Solifenacin Succinate
Blenix,Mesalazine
Blenrep,Belantamab Mafodotin
Bleo-Cell,Bleomycin
Bleocin,Bleomycin Sulfate
Bleomedac,Bleomycin
Bleomedac,Bleomycin Sulfate
Bleomedac,Bleomycin Sulfate Ph. Eur.
Bleomedac (Ph. Eur.),Bleomycin Sulfate Ph. Eur.
Bleomicin (Ph. Eur.) Medac,Bleomycin Sulfate Ph. Eur.
Bleomicina Accord,Bleomycin
Bleomicina Viatris,Bleomycin
Bleomycin,Bleomycin
Bleomycin Accord,Bleomycin
Bleomycin Accord Healthcare,Bleomycin
Bleomycin Baxter,Bleomycin
Bleomycin Baxter,Bleomycin Sulfate
Bleomycin Medac,Bleomycin Sulfate
Bleomycin Medac,Bleomycin Sulfate Ph. Eur.
Bleomycine Accord,Bleomycin
Bleomycine Bellon,Bleomycin Sulfate
Bleomycine Hikma,Bleomycin Sulfate
Bleomycyna,Bleomycin
Bleoprim,Bleomycin Sulfate
Blerone Xl,Tolterodine Tartrate
Blessin,Valsartan
Bleu Patente V Guerbet,Sodium Patent Blue V
Bleu Patente V Sodique Azultis,Sodium Patent Blue V
