+-------------------+------------+------------+---------------+----------------------------------------+----------------------+
| dep_name          | date       | shift_type | staff_type    | subclass_detail                        | required_staff_count |
| Orthopedics       | 2026-01-03 | morning    | nurse         | nurse                                  |                    2 |
| Orthopedics       | 2026-01-03 | morning    | nurse         | supervisor                             |                    1 |
| Orthopedics       | 2026-01-03 | night      | administrator | Έλεγχος ταμείου                        |                    1 |
| Orthopedics       | 2026-01-03 | night      | administrator | Παραγγελίες                            |                    1 |
| Orthopedics       | 2026-01-03 | night      | doctor        | Γυναικολογία                           |                    1 |
| Orthopedics       | 2026-01-03 | night      | doctor        | Ουρολογία                              |                    1 |
| Orthopedics       | 2026-01-03 | night      | doctor        | Παθολογία                              |                    1 |
| Orthopedics       | 2026-01-03 | night      | nurse         | assistant nurse                        |                    3 |
| Orthopedics       | 2026-01-03 | night      | nurse         | nurse                                  |                    2 |
| Orthopedics       | 2026-01-03 | night      | nurse         | supervisor                             |                    1 |
| Orthopedics       | 2026-01-03 | noon       | administrator | Έκδοση εξιτηρίων                       |                    1 |
